vertex_index,distance,angle,elev,x,y,relief,velocity
232,912.62728822074541,127.74617972153089,282.461,1026460.422,-537626.506,5.344,6.644
233,915.48208223799872,118.33523550759834,282.500,1026462.935,-537627.860,5.344,6.644
234,918.33687625525204,106.95633915052206,282.578,1026465.448,-537629.215,5.383,6.644
235,922.82604350478880,95.57744279344575,282.703,1026469.916,-537629.652,5.406,6.644
236,927.31521075432556,95.57744279344575,282.930,1026474.383,-537630.088,5.547,7.299
237,931.80437800386244,96.56169135785029,283.039,1026478.851,-537630.524,5.586,7.299
238,936.24008284598483,97.54593992235360,283.125,1026483.249,-537631.107,5.664,7.299
239,940.67578768799183,97.54593992235358,283.219,1026487.646,-537631.689,5.758,7.299
240,945.11149253011445,97.89085246017991,283.359,1026492.043,-537632.272,6.070,7.299
241,949.67143709737184,83.42116949180104,283.414,1026496.556,-537632.925,6.148,7.299
242,952.76645505705596,68.60657398549708,283.445,1026499.438,-537631.796,6.086,7.299
243,955.86147301674021,95.77725688411900,283.547,1026502.320,-537630.667,6.078,7.299
244,958.51541882207391,122.94793978342436,283.594,1026504.547,-537632.111,6.133,7.299
245,961.16936462731007,143.73461244083290,283.656,1026506.774,-537633.554,6.148,7.299
246,965.05163787799540,164.52128509755798,283.664,1026507.810,-537637.295,6.250,7.299
247,968.93391112868085,169.22383258904281,283.852,1026508.846,-537641.037,6.320,7.299
248,973.27382354568658,173.92638008129191,283.984,1026509.305,-537645.352,6.313,7.299
249,977.61373596268015,161.10412739157027,284.086,1026509.764,-537649.668,6.258,7.299
250,981.34878712613124,137.86636221244743,284.211,1026511.728,-537652.845,6.297,7.299
251,985.81894181412031,101.44545034838220,284.359,1026515.277,-537655.563,6.539,7.299
252,988.40016000812614,75.44005097327886,284.406,1026517.775,-537654.915,6.664,7.299
253,990.98137820224451,96.49764016243643,284.469,1026520.274,-537654.266,6.844,7.299
254,995.01502600080244,136.46881297385991,284.477,1026523.850,-537656.132,7.023,7.299
255,999.35786509428499,148.16074504101792,284.531,1026525.659,-537660.080,7.195,7.299
256,1003.84837428528363,133.38379769806906,284.695,1026528.488,-537663.566,7.250,7.299
257,1006.43915657763068,125.82850191055299,284.813,1026530.589,-537665.083,7.234,7.299
258,1009.02993886997763,126.53327638060348,284.938,1026532.689,-537666.600,7.219,7.299
259,1012.64464959505653,127.23805085194682,285.055,1026535.567,-537668.787,7.195,7.299
260,1016.25936032011316,111.54523385436990,285.250,1026538.445,-537670.974,7.383,7.299
261,1021.18010338599504,104.50940408000874,285.453,1026543.340,-537671.476,7.570,7.299
262,1025.05119225785825,132.86379476364237,285.602,1026546.899,-537672.999,7.672,7.299
263,1027.69574306601271,152.56119822334850,285.656,1026548.118,-537675.346,7.773,7.299
264,1030.34029387427040,137.86898223388451,285.617,1026549.336,-537677.693,7.836,7.299
265,1032.93999077704575,123.17676624383934,285.711,1026551.512,-537679.116,7.977,7.299
266,1035.53968767982110,139.58906445030331,285.820,1026553.688,-537680.538,8.070,7.299
267,1039.10195773876899,156.00136265714806,285.953,1026555.137,-537683.793,8.133,7.299
268,1042.66422779782329,138.32962529770188,286.172,1026556.586,-537687.047,8.195,7.299
269,1046.09220473053983,120.65788793787490,286.313,1026559.535,-537688.795,8.266,7.299
270,1049.52018166325638,114.49772602345712,286.508,1026562.483,-537690.543,8.430,7.299
271,1053.64665107094356,108.33756410801782,286.680,1026566.400,-537691.841,8.539,7.299
272,1057.77312047870464,108.33756410801782,286.859,1026570.317,-537693.139,8.672,7.299
273,1061.89958988639182,109.43100286165541,287.000,1026574.234,-537694.438,8.742,7.299
274,1066.42462487708895,110.52444161401318,287.141,1026578.472,-537696.024,8.766,7.299
275,1070.94965986789498,119.41502986484322,287.289,1026582.710,-537697.611,8.758,7.299
276,1074.71287301244274,128.30561811578559,287.430,1026585.663,-537699.943,8.773,7.299
277,1078.47608615682702,132.20151055620346,287.852,1026588.616,-537702.276,8.961,7.299
